,rar,alpha,gamma,epochs,ticker,perf
934,0.2,0.3,0.7,40,QQQ,1.0013011571914343
935,0.2,0.3,0.7,40,SPY,1.0009445221880615
936,0.2,0.3,0.7,40,VGT,0.9999873614604844
937,0.2,0.3,0.7,40,XLI,1.0011536244361685
938,0.2,0.3,0.7,60,AAPL,1.003570972117473
939,0.2,0.3,0.7,60,AMZN,0.9961579302529892
940,0.2,0.3,0.7,60,DJIA,1.0008029782127499
941,0.2,0.3,0.7,60,QQQ,1.0012646682968458
942,0.2,0.3,0.7,60,SPY,1.0003816098602678
943,0.2,0.3,0.7,60,VGT,1.0005056201350793
944,0.2,0.3,0.7,60,XLI,0.9998265174343518
945,0.2,0.3,0.7,80,AAPL,1.0015287768935328
946,0.2,0.3,0.7,80,AMZN,1.0018137023974738
947,0.2,0.3,0.7,80,DJIA,0.9998452278879691
948,0.2,0.3,0.7,80,QQQ,1.0008991514519059
949,0.2,0.3,0.7,80,SPY,1.0013797826760438
950,0.2,0.3,0.7,80,VGT,0.9977247224845556
951,0.2,0.3,0.7,80,XLI,0.9998800464167398
952,0.2,0.3,0.8,20,AAPL,1.0014844030964434
953,0.2,0.3,0.8,20,AMZN,1.004285023108949
954,0.2,0.3,0.8,20,DJIA,1.001086913496891
955,0.2,0.3,0.8,20,QQQ,1.0007001516685756
956,0.2,0.3,0.8,20,SPY,1.0009161930498711
957,0.2,0.3,0.8,20,VGT,0.9989680213528476
958,0.2,0.3,0.8,20,XLI,1.0013094574107697
959,0.2,0.3,0.8,40,AAPL,0.9987414209243076
960,0.2,0.3,0.8,40,AMZN,0.9982369717727048
961,0.2,0.3,0.8,40,DJIA,0.9994137849080792
962,0.2,0.3,0.8,40,QQQ,0.999815866390155
963,0.2,0.3,0.8,40,SPY,1.001461722273019
964,0.2,0.3,0.8,40,VGT,1.0001839134434611
965,0.2,0.3,0.8,40,XLI,0.9996014336783396
966,0.2,0.3,0.8,60,AAPL,1.0006055262887137
967,0.2,0.3,0.8,60,AMZN,1.0006115277371057
968,0.2,0.3,0.8,60,DJIA,1.0003216862538145
969,0.2,0.3,0.8,60,QQQ,1.0009613576769498
970,0.2,0.3,0.8,60,SPY,1.000746333706402
971,0.2,0.3,0.8,60,VGT,0.9994754395121948
972,0.2,0.3,0.8,60,XLI,0.9995412603642224
973,0.2,0.3,0.8,80,AAPL,0.9989733993198101
974,0.2,0.3,0.8,80,AMZN,0.9948118816923648
975,0.2,0.3,0.8,80,DJIA,1.0000591123308984
976,0.2,0.3,0.8,80,QQQ,1.000812112261277
977,0.2,0.3,0.8,80,SPY,1.0010103891917457
978,0.2,0.3,0.8,80,VGT,1.002392864811269
979,0.2,0.3,0.8,80,XLI,0.99994590952479
980,0.2,0.3,0.9,20,AAPL,0.9984215444648856
981,0.2,0.3,0.9,20,AMZN,0.995901121707134
982,0.2,0.3,0.9,20,DJIA,0.9997837055243628
983,0.2,0.3,0.9,20,QQQ,0.9993493373896204
984,0.2,0.3,0.9,20,SPY,1.0009594600090683
985,0.2,0.3,0.9,20,VGT,1.000431866226995
986,0.2,0.3,0.9,20,XLI,1.0002985831664448
987,0.2,0.3,0.9,40,AAPL,0.9985180416628509
988,0.2,0.3,0.9,40,AMZN,0.9953468888860592
989,0.2,0.3,0.9,40,DJIA,1.000002810263353
990,0.2,0.3,0.9,40,QQQ,0.9998358353489488
991,0.2,0.3,0.9,40,SPY,1.0013130520403557
992,0.2,0.3,0.9,40,VGT,0.9977316352768868
993,0.2,0.3,0.9,40,XLI,0.99933689569335
994,0.2,0.3,0.9,60,AAPL,0.9993161847784938
995,0.2,0.3,0.9,60,AMZN,0.9967866464649034
996,0.2,0.3,0.9,60,DJIA,0.9998192082944426
997,0.2,0.3,0.9,60,QQQ,1.0015524848441968
998,0.2,0.3,0.9,60,SPY,1.000319358060323
999,0.2,0.3,0.9,60,VGT,0.999979340177464
1000,0.2,0.3,0.9,60,XLI,1.0014181624211569
1001,0.2,0.3,0.9,80,AAPL,1.000133885968498
1002,0.2,0.3,0.9,80,AMZN,0.9976136030862858
1003,0.2,0.3,0.9,80,DJIA,0.9990471299498732
1004,0.2,0.3,0.9,80,QQQ,0.9994860513550676
1005,0.2,0.3,0.9,80,SPY,0.999289893647735
1006,0.2,0.3,0.9,80,VGT,0.998153350522213
1007,0.2,0.3,0.9,80,XLI,0.9997763199760432
1008,0.2,0.4,0.7,20,AAPL,1.0014314490437586
1009,0.2,0.4,0.7,20,AMZN,0.9967121630740636
1010,0.2,0.4,0.7,20,DJIA,1.00067841799798
1011,0.2,0.4,0.7,20,QQQ,0.9999649614638004
1012,0.2,0.4,0.7,20,SPY,1.0002917971529264
1013,0.2,0.4,0.7,20,VGT,0.9986167432718108
1014,0.2,0.4,0.7,20,XLI,1.0010803309064358
1015,0.2,0.4,0.7,40,AAPL,1.0001553413270978
1016,0.2,0.4,0.7,40,AMZN,1.0004601418367474
1017,0.2,0.4,0.7,40,DJIA,1.0009582450273768
1018,0.2,0.4,0.7,40,QQQ,1.0013157492118092
1019,0.2,0.4,0.7,40,SPY,1.001300845706619
1020,0.2,0.4,0.7,40,VGT,0.9991847007336988
1021,0.2,0.4,0.7,40,XLI,0.9984705497014728
1022,0.2,0.4,0.7,60,AAPL,1.0044128377236743
1023,0.2,0.4,0.7,60,AMZN,1.0039452005958671
1024,0.2,0.4,0.7,60,DJIA,0.9997893775005826
1025,0.2,0.4,0.7,60,QQQ,1.0008557821986197
1026,0.2,0.4,0.7,60,SPY,0.9997501592949146
1027,0.2,0.4,0.7,60,VGT,1.0008061520360445
1028,0.2,0.4,0.7,60,XLI,1.0002730913923157
1029,0.2,0.4,0.7,80,AAPL,0.9972555169910776
1030,0.2,0.4,0.7,80,AMZN,0.9954687360741524
1031,0.2,0.4,0.7,80,DJIA,0.9997141135152344
1032,0.2,0.4,0.7,80,QQQ,0.998686700478883
1033,0.2,0.4,0.7,80,SPY,0.999581956919826
1034,0.2,0.4,0.7,80,VGT,1.0001518370396494
1035,0.2,0.4,0.7,80,XLI,1.0006470456119336
1036,0.2,0.4,0.8,20,AAPL,0.9987116873653148
1037,0.2,0.4,0.8,20,AMZN,1.0024267579990067
1038,0.2,0.4,0.8,20,DJIA,0.9998043880070384
1039,0.2,0.4,0.8,20,QQQ,1.0001732028600356
1040,0.2,0.4,0.8,20,SPY,1.0003698704903474
1041,0.2,0.4,0.8,20,VGT,1.0011665162494263
1042,0.2,0.4,0.8,20,XLI,1.0019948716988905
1043,0.2,0.4,0.8,40,AAPL,1.0008896941596683
1044,0.2,0.4,0.8,40,AMZN,1.0045321551800972
1045,0.2,0.4,0.8,40,DJIA,0.9995034268148074
1046,0.2,0.4,0.8,40,QQQ,1.0004609486581968
1047,0.2,0.4,0.8,40,SPY,1.0010512460151164
1048,0.2,0.4,0.8,40,VGT,1.000280980569119
1049,0.2,0.4,0.8,40,XLI,0.9990323607029888
1050,0.2,0.4,0.8,60,AAPL,0.9992214243979424
1051,0.2,0.4,0.8,60,AMZN,0.9944539794502238
1052,0.2,0.4,0.8,60,DJIA,1.0001221984159805
1053,0.2,0.4,0.8,60,QQQ,1.0008946677220083
1054,0.2,0.4,0.8,60,SPY,1.0010626389280122
1055,0.2,0.4,0.8,60,VGT,0.9965557972317411
1056,0.2,0.4,0.8,60,XLI,0.9993206124015048
1057,0.2,0.4,0.8,80,AAPL,1.0036133070419455
1058,0.2,0.4,0.8,80,AMZN,1.00126150672897
1059,0.2,0.4,0.8,80,DJIA,1.000686725652943
1060,0.2,0.4,0.8,80,QQQ,1.0010332830719295
1061,0.2,0.4,0.8,80,SPY,1.0001537013912003
1062,0.2,0.4,0.8,80,VGT,1.000382211081066
1063,0.2,0.4,0.8,80,XLI,0.9985754739935236
1064,0.2,0.4,0.9,20,AAPL,0.9992555943927232
1065,0.2,0.4,0.9,20,AMZN,0.996029207674972
1066,0.2,0.4,0.9,20,DJIA,1.0015687089735863
1067,0.2,0.4,0.9,20,QQQ,0.9989850409682028
1068,0.2,0.4,0.9,20,SPY,0.9987596436815024
1069,0.2,0.4,0.9,20,VGT,1.000931306744686
1070,0.2,0.4,0.9,20,XLI,0.9996049710831196
1071,0.2,0.4,0.9,40,AAPL,1.0002443343411276
1072,0.2,0.4,0.9,40,AMZN,0.9974571243045032
1073,0.2,0.4,0.9,40,DJIA,1.0002106778852626
1074,0.2,0.4,0.9,40,QQQ,1.0012559219282693
1075,0.2,0.4,0.9,40,SPY,1.0003852250640066
1076,0.2,0.4,0.9,40,VGT,0.99874092041386
1077,0.2,0.4,0.9,40,XLI,0.99933689569335
1078,0.2,0.4,0.9,60,AAPL,1.0031367300070133
1079,0.2,0.4,0.9,60,AMZN,1.0013735501203198
1080,0.2,0.4,0.9,60,DJIA,1.0005877198238682
1081,0.2,0.4,0.9,60,QQQ,0.9983556827075718
1082,0.2,0.4,0.9,60,SPY,1.000735141638159
1083,0.2,0.4,0.9,60,VGT,1.0005182237615025
1084,0.2,0.4,0.9,60,XLI,1.001049916711898
1085,0.2,0.4,0.9,80,AAPL,1.0008950178826117
1086,0.2,0.4,0.9,80,AMZN,0.9976240434932075
1087,0.2,0.4,0.9,80,DJIA,1.0001022266905926
1088,0.2,0.4,0.9,80,QQQ,1.000816047684953
1089,0.2,0.4,0.9,80,SPY,0.999728377692385
1090,0.2,0.4,0.9,80,VGT,0.9984333186116462
1091,0.2,0.4,0.9,80,XLI,1.0001017424993914
1092,0.2,0.5,0.7,20,AAPL,0.9998516908955848
1093,0.2,0.5,0.7,20,AMZN,0.9982020855349436
1094,0.2,0.5,0.7,20,DJIA,1.0008233605363028
1095,0.2,0.5,0.7,20,QQQ,1.0002721898200753
1096,0.2,0.5,0.7,20,SPY,1.0013639611385683
1097,0.2,0.5,0.7,20,VGT,0.9994049587065402
1098,0.2,0.5,0.7,20,XLI,1.000425667708547
1099,0.2,0.5,0.7,40,AAPL,0.9994154571086332
1100,0.2,0.5,0.7,40,AMZN,1.0047473294203029
1101,0.2,0.5,0.7,40,DJIA,1.0001662360394132
1102,0.2,0.5,0.7,40,QQQ,1.0010237938368602
1103,0.2,0.5,0.7,40,SPY,0.999627613930384
1104,0.2,0.5,0.7,40,VGT,1.0003958010023546
1105,0.2,0.5,0.7,40,XLI,1.0003817964027024
1106,0.2,0.5,0.7,60,AAPL,1.000104539417732
1107,0.2,0.5,0.7,60,AMZN,1.0002881297666184
1108,0.2,0.5,0.7,60,DJIA,1.0006325786436308
1109,0.2,0.5,0.7,60,QQQ,0.9998146194356864
1110,0.2,0.5,0.7,60,SPY,1.0006238837430808
1111,0.2,0.5,0.7,60,VGT,0.9996022438644606
1112,0.2,0.5,0.7,60,XLI,1.0010110239757433
1113,0.2,0.5,0.7,80,AAPL,1.0014698478113742
1114,0.2,0.5,0.7,80,AMZN,0.993472581199628
1115,0.2,0.5,0.7,80,DJIA,1.000544512544578
1116,0.2,0.5,0.7,80,QQQ,0.9995125292393138
1117,0.2,0.5,0.7,80,SPY,1.000167228278525
1118,0.2,0.5,0.7,80,VGT,0.9994742088256808
1119,0.2,0.5,0.7,80,XLI,1.000996181848809
1120,0.2,0.5,0.8,20,AAPL,1.003048916896119
1121,0.2,0.5,0.8,20,AMZN,1.0042917711768375
1122,0.2,0.5,0.8,20,DJIA,1.0008357002142412
1123,0.2,0.5,0.8,20,QQQ,1.0001399861154712
1124,0.2,0.5,0.8,20,SPY,0.9988377170189232
1125,0.2,0.5,0.8,20,VGT,0.9987501723833948
1126,0.2,0.5,0.8,20,XLI,1.0005095921690472
1127,0.2,0.5,0.8,40,AAPL,1.003618791231715
1128,0.2,0.5,0.8,40,AMZN,1.0040080976814658
1129,0.2,0.5,0.8,40,DJIA,1.0010313768517418
1130,0.2,0.5,0.8,40,QQQ,1.0017662800518237
1131,0.2,0.5,0.8,40,SPY,1.001031036021991
1132,0.2,0.5,0.8,40,VGT,1.0013622215899078
1133,0.2,0.5,0.8,40,XLI,0.9984046865934234
1134,0.2,0.5,0.8,60,AAPL,0.9993308061381391
1135,0.2,0.5,0.8,60,AMZN,0.999631911995009
1136,0.2,0.5,0.8,60,DJIA,0.9998880245690936
1137,0.2,0.5,0.8,60,QQQ,0.9995620890466986
1138,0.2,0.5,0.8,60,SPY,1.0000406158097883
1139,0.2,0.5,0.8,60,VGT,1.0014761517392832
1140,0.2,0.5,0.8,60,XLI,1.0006370323232698
1141,0.2,0.5,0.8,80,AAPL,1.00370112015284
1142,0.2,0.5,0.8,80,AMZN,0.9977820501394176
1143,0.2,0.5,0.8,80,DJIA,1.000563577694055
1144,0.2,0.5,0.8,80,QQQ,0.9988056652413656
1145,0.2,0.5,0.8,80,SPY,0.9997284730935948
1146,0.2,0.5,0.8,80,VGT,1.0005504223611372
1147,0.2,0.5,0.8,80,XLI,1.0012475247524752
1148,0.2,0.5,0.9,20,AAPL,1.000939108502948
1149,0.2,0.5,0.9,20,AMZN,0.9943582332794342
1150,0.2,0.5,0.9,20,DJIA,1.0014410542479906
1151,0.2,0.5,0.9,20,QQQ,0.9999360338888617
1152,0.2,0.5,0.9,20,SPY,1.000718893305797
1153,0.2,0.5,0.9,20,VGT,0.9984201040061036
1154,0.2,0.5,0.9,20,XLI,1.0003548073143795
1155,0.2,0.5,0.9,40,AAPL,1.0008054679543028
1156,0.2,0.5,0.9,40,AMZN,1.00116576055818
1157,0.2,0.5,0.9,40,DJIA,1.000687546849273
1158,0.2,0.5,0.9,40,QQQ,1.0006046756370743
1159,0.2,0.5,0.9,40,SPY,0.9998557684341498
1160,0.2,0.5,0.9,40,VGT,0.9988794468369612
1161,0.2,0.5,0.9,40,XLI,0.9988719796365269
1162,0.2,0.5,0.9,60,AAPL,0.9988002367357642
1163,0.2,0.5,0.9,60,AMZN,0.9999759361352668
1164,0.2,0.5,0.9,60,DJIA,0.9997283203448074
1165,0.2,0.5,0.9,60,QQQ,1.000520652130656
1166,0.2,0.5,0.9,60,SPY,0.999517802116802
1167,0.2,0.5,0.9,60,VGT,0.9995883833667052
1168,0.2,0.5,0.9,60,XLI,1.0001321005446475
1169,0.2,0.5,0.9,80,AAPL,1.001702704054808
1170,0.2,0.5,0.9,80,AMZN,0.9949938248812722
1171,0.2,0.5,0.9,80,DJIA,1.000576466351608
1172,0.2,0.5,0.9,80,QQQ,0.9989206945801696
1173,0.2,0.5,0.9,80,SPY,0.9993248004482852
1174,0.2,0.5,0.9,80,VGT,1.0022275338613351
1175,0.2,0.5,0.9,80,XLI,0.99864577289487
1176,0.2,0.6,0.7,20,AAPL,0.9993942094129836
1177,0.2,0.6,0.7,20,AMZN,0.999057562292306
1178,0.2,0.6,0.7,20,DJIA,1.00046153196382
1179,0.2,0.6,0.7,20,QQQ,1.001720496482438
1180,0.2,0.6,0.7,20,SPY,1.0010141349445094
1181,0.2,0.6,0.7,20,VGT,1.0002039797434241
1182,0.2,0.6,0.7,20,XLI,1.0008551910011414
1183,0.2,0.6,0.7,40,AAPL,1.0038675431301791
1184,0.2,0.6,0.7,40,AMZN,1.000884124215378
1185,0.2,0.6,0.7,40,DJIA,0.999467965126722
1186,0.2,0.6,0.7,40,QQQ,0.9982454996882616
1187,0.2,0.6,0.7,40,SPY,1.000140852354577
1188,0.2,0.6,0.7,40,VGT,0.9996491408760748
1189,0.2,0.6,0.7,40,XLI,1.0007369593292037
1190,0.2,0.6,0.7,60,AAPL,0.9999519354659056
1191,0.2,0.6,0.7,60,AMZN,0.9989819330031446
1192,0.2,0.6,0.7,60,DJIA,1.0007043829818407
1193,0.2,0.6,0.7,60,QQQ,1.0000581735212308
1194,0.2,0.6,0.7,60,SPY,1.0007062903038728
1195,0.2,0.6,0.7,60,VGT,1.0010124273153058
1196,0.2,0.6,0.7,60,XLI,1.001492840966516
1197,0.2,0.6,0.7,80,AAPL,1.0007786605550832
1198,0.2,0.6,0.7,80,AMZN,1.000979870386168
1199,0.2,0.6,0.7,80,DJIA,1.001063785110994
1200,0.2,0.6,0.7,80,QQQ,1.0022712612369613
1201,0.2,0.6,0.7,80,SPY,1.0013756452762097
1202,0.2,0.6,0.7,80,VGT,1.000299074279351
1203,0.2,0.6,0.7,80,XLI,1.0017913867001067
1204,0.2,0.6,0.8,20,AAPL,0.9998083554132544
1205,0.2,0.6,0.8,20,AMZN,0.9976253167135636
1206,0.2,0.6,0.8,20,DJIA,1.000328337267705
1207,0.2,0.6,0.8,20,QQQ,1.000110925885802
1208,0.2,0.6,0.8,20,SPY,0.999651012332364
1209,0.2,0.6,0.8,20,VGT,0.9998080478169716
1210,0.2,0.6,0.8,20,XLI,0.9991520335398376
1211,0.2,0.6,0.8,40,AAPL,1.0011580702070682
1212,0.2,0.6,0.8,40,AMZN,1.0005278771597
1213,0.2,0.6,0.8,40,DJIA,1.001327338071582
1214,0.2,0.6,0.8,40,QQQ,1.0000103647562917
1215,0.2,0.6,0.8,40,SPY,0.9999960483814684
1216,0.2,0.6,0.8,40,VGT,0.9982147975651612
1217,0.2,0.6,0.8,40,XLI,1.0014449830616337
1218,0.2,0.6,0.8,60,AAPL,0.99737113805905
1219,0.2,0.6,0.8,60,AMZN,0.9945810468417768
1220,0.2,0.6,0.8,60,DJIA,0.9999939405446318
1221,0.2,0.6,0.8,60,QQQ,0.9998939734955846
1222,0.2,0.6,0.8,60,SPY,1.0011285059316954
1223,0.2,0.6,0.8,60,VGT,1.0003773319763782
1224,0.2,0.6,0.8,60,XLI,1.00253491549533
1225,0.2,0.6,0.8,80,AAPL,1.0013048124001214
1226,0.2,0.6,0.8,80,AMZN,0.9931805044499052
1227,0.2,0.6,0.8,80,DJIA,1.0013438154435867
1228,0.2,0.6,0.8,80,QQQ,1.0005653921494937
1229,0.2,0.6,0.8,80,SPY,0.9993577891824064
1230,0.2,0.6,0.8,80,VGT,0.9976898966747028
1231,0.2,0.6,0.8,80,XLI,1.0003293904059591
1232,0.2,0.6,0.9,20,AAPL,1.0017961807007494
1233,0.2,0.6,0.9,20,AMZN,0.9960204224545142
1234,0.2,0.6,0.9,20,DJIA,1.0009202963540773
1235,0.2,0.6,0.9,20,QQQ,0.9997542438459258
1236,0.2,0.6,0.9,20,SPY,1.0012645480568527
1237,0.2,0.6,0.9,20,VGT,0.9993361973706952
1238,0.2,0.6,0.9,20,XLI,0.9995229182653618
1239,0.2,0.6,0.9,40,AAPL,1.002055004252371
1240,0.2,0.6,0.9,40,AMZN,0.9955010758712016
1241,0.2,0.6,0.9,40,DJIA,1.000642653323265
1242,0.2,0.6,0.9,40,QQQ,0.9986853385569816
1243,0.2,0.6,0.9,40,SPY,1.000456956731535
1244,0.2,0.6,0.9,40,VGT,1.000765705218286
1245,0.2,0.6,0.9,40,XLI,0.9982244099646258
1246,0.2,0.6,0.9,60,AAPL,1.0009594594722158
1247,0.2,0.6,0.9,60,AMZN,1.0028539234285276
1248,0.2,0.6,0.9,60,DJIA,0.9993624597493492
1249,0.2,0.6,0.9,60,QQQ,0.9991078173432798
1250,0.2,0.6,0.9,60,SPY,1.0003203572624668
1251,0.2,0.6,0.9,60,VGT,1.000834702217505
1252,0.2,0.6,0.9,60,XLI,1.0007966834490636
1253,0.2,0.6,0.9,80,AAPL,1.0014211697276505
1254,0.2,0.6,0.9,80,AMZN,0.9949076278631548
1255,0.2,0.6,0.9,80,DJIA,0.9987200392240442
1256,0.2,0.6,0.9,80,QQQ,0.9987535496195016
1257,0.2,0.6,0.9,80,SPY,1.0013883989116226
1258,0.2,0.6,0.9,80,VGT,0.9988528605169588
1259,0.2,0.6,0.9,80,XLI,0.9986871174830144
1260,0.2,0.7,0.7,20,AAPL,1.0030350978706044
1261,0.2,0.7,0.7,20,AMZN,0.9952633656306896
1262,0.2,0.7,0.7,20,DJIA,1.0012216812286168
1263,0.2,0.7,0.7,20,QQQ,0.999675535372384
1264,0.2,0.7,0.7,20,SPY,1.0002193826135821
1265,0.2,0.7,0.7,20,VGT,0.9997132936836984
1266,0.2,0.7,0.7,20,XLI,0.9983420239944596
1267,0.2,0.7,0.7,40,AAPL,1.0006739323528495
1268,0.2,0.7,0.7,40,AMZN,0.9975282973224178
1269,0.2,0.7,0.7,40,DJIA,0.9995382057434554
1270,0.2,0.7,0.7,40,QQQ,1.000903290279504
1271,0.2,0.7,0.7,40,SPY,0.9991409522747908
1272,0.2,0.7,0.7,40,VGT,0.9989801623807936
1273,0.2,0.7,0.7,40,XLI,1.0005348031967658
1274,0.2,0.7,0.7,60,AAPL,0.9992330912801388
1275,0.2,0.7,0.7,60,AMZN,0.9932762506206944
1276,0.2,0.7,0.7,60,DJIA,0.9996782001469904
1277,0.2,0.7,0.7,60,QQQ,0.9988753531932208
1278,0.2,0.7,0.7,60,SPY,0.9997316615024484
1279,0.2,0.7,0.7,60,VGT,1.0004564363159008
1280,0.2,0.7,0.7,60,XLI,0.9990728069026188
1281,0.2,0.7,0.7,80,AAPL,1.0020638204885934
1282,0.2,0.7,0.7,80,AMZN,1.0033697049948436
1283,0.2,0.7,0.7,80,DJIA,1.0000448125817294
1284,0.2,0.7,0.7,80,QQQ,1.001134012230766
1285,0.2,0.7,0.7,80,SPY,1.0007424674468477
1286,0.2,0.7,0.7,80,VGT,1.000723530202443
1287,0.2,0.7,0.7,80,XLI,1.0016666791442848
1288,0.2,0.7,0.8,20,AAPL,0.9994154571086332
1289,0.2,0.7,0.8,20,AMZN,0.9952859016309952
1290,0.2,0.7,0.8,20,DJIA,1.0004211026810543
1291,0.2,0.7,0.8,20,QQQ,0.9993060035109286
1292,0.2,0.7,0.8,20,SPY,0.9993982995487518
1293,0.2,0.7,0.8,20,VGT,1.0015575341580971
1294,0.2,0.7,0.8,20,XLI,0.9984276142169979
1295,0.2,0.7,0.8,40,AAPL,0.9999497833225884
1296,0.2,0.7,0.8,40,AMZN,1.0031263925847649
1297,0.2,0.7,0.8,40,DJIA,1.0006020753469704
1298,0.2,0.7,0.8,40,QQQ,0.9995312866182324
1299,0.2,0.7,0.8,40,SPY,1.0009676494497617
1300,0.2,0.7,0.8,40,VGT,0.9992540730486636
1301,0.2,0.7,0.8,40,XLI,1.0006746336259331
1302,0.2,0.7,0.8,60,AAPL,1.000786325205846
1303,0.2,0.7,0.8,60,AMZN,1.0031468914325004
1304,0.2,0.7,0.8,60,DJIA,1.0011305724563386
1305,0.2,0.7,0.8,60,QQQ,0.998709915056754
1306,0.2,0.7,0.8,60,SPY,1.0005217441952126
1307,0.2,0.7,0.8,60,VGT,1.0003565325014716
1308,0.2,0.7,0.8,60,XLI,1.0022268243837618
1309,0.2,0.7,0.8,80,AAPL,0.999213410495852
1310,0.2,0.7,0.8,80,AMZN,0.9983602195031892
1311,0.2,0.7,0.8,80,DJIA,1.0007973409427755
1312,0.2,0.7,0.8,80,QQQ,1.001021061149409
1313,0.2,0.7,0.8,80,SPY,0.9998637017979106
1314,0.2,0.7,0.8,80,VGT,1.0011832483490477
1315,0.2,0.7,0.8,80,XLI,1.0011446967002944
1316,0.2,0.7,0.9,20,AAPL,1.0033297244029458
1317,0.2,0.7,0.9,20,AMZN,1.003670184998918
1318,0.2,0.7,0.9,20,DJIA,1.0004277536949446
1319,0.2,0.7,0.9,20,QQQ,0.999988857002622
1320,0.2,0.7,0.9,20,SPY,1.0002828896926022
1321,0.2,0.7,0.9,20,VGT,0.9979089152327572
1322,0.2,0.7,0.9,20,XLI,0.9982266185030596
1323,0.2,0.7,0.9,40,AAPL,1.0030207219308125
1324,0.2,0.7,0.9,40,AMZN,1.0012193631351778
1325,0.2,0.7,0.9,40,DJIA,0.9997643887823292
1326,0.2,0.7,0.9,40,QQQ,1.0003408519086798
1327,0.2,0.7,0.9,40,SPY,1.0002639701263658
1328,0.2,0.7,0.9,40,VGT,0.9975310508317176
1329,0.2,0.7,0.9,40,XLI,0.999494169832862
1330,0.2,0.7,0.9,60,AAPL,0.9978494896682968
1331,0.2,0.7,0.9,60,AMZN,1.0040473128684386
1332,0.2,0.7,0.9,60,DJIA,1.0005260076847386
1333,0.2,0.7,0.9,60,QQQ,0.9985228276682392
1334,0.2,0.7,0.9,60,SPY,1.0001039069808078
1335,0.2,0.7,0.9,60,VGT,1.0006565057929546
1336,0.2,0.7,0.9,60,XLI,1.0010336708529073
1337,0.2,0.7,0.9,80,AAPL,1.0032453754876536
1338,0.2,0.7,0.9,80,AMZN,0.996766274939204
1339,0.2,0.7,0.9,80,DJIA,1.001394797919727
1340,0.2,0.7,0.9,80,QQQ,1.0027389399118285
1341,0.2,0.7,0.9,80,SPY,0.9998637017979106
1342,0.2,0.7,0.9,80,VGT,1.0012294296422628
1343,0.2,0.7,0.9,80,XLI,0.9991277021842064
1344,0.2,0.8,0.7,20,AAPL,1.000772685525609
1345,0.2,0.8,0.7,20,AMZN,1.004351103245439
1346,0.2,0.8,0.7,20,DJIA,1.0006444789493762
1347,0.2,0.8,0.7,20,QQQ,1.0012610600881713
1348,0.2,0.8,0.7,20,SPY,0.9995947105552396
1349,0.2,0.8,0.7,20,VGT,1.0025151915594115
1350,0.2,0.8,0.7,20,XLI,1.0013245428512612
1351,0.2,0.8,0.7,40,AAPL,1.0018973975112542
1352,0.2,0.8,0.7,40,AMZN,0.9967201843623076
1353,0.2,0.8,0.7,40,DJIA,1.0000426364003667
1354,0.2,0.8,0.7,40,QQQ,0.999572232711772
1355,0.2,0.8,0.7,40,SPY,1.0002786568915574
1356,0.2,0.8,0.7,40,VGT,1.0008326772581355
1357,0.2,0.8,0.7,40,XLI,1.000232327013419
1358,0.2,0.8,0.7,60,AAPL,1.0010212297611216
1359,0.2,0.8,0.7,60,AMZN,0.9944387008059482
1360,0.2,0.8,0.7,60,DJIA,1.001017738461676
1361,0.2,0.8,0.7,60,QQQ,1.0008707721831869
1362,0.2,0.8,0.7,60,SPY,1.0007591124473971
1363,0.2,0.8,0.7,60,VGT,0.9969638614578666
1364,0.2,0.8,0.7,60,XLI,0.9996558797656704
1365,0.2,0.8,0.7,80,AAPL,1.0017679857354431
1366,0.2,0.8,0.7,80,AMZN,0.9947769954546032
1367,0.2,0.8,0.7,80,DJIA,1.0004200370995349
1368,0.2,0.8,0.7,80,QQQ,1.0008707721831869
1369,0.2,0.8,0.7,80,SPY,1.0003015933508363
1370,0.2,0.8,0.7,80,VGT,0.9974446932972104
1371,0.2,0.8,0.7,80,XLI,0.999436672967864
1372,0.2,0.8,0.8,20,AAPL,1.0014170731039662
1373,0.2,0.8,0.8,20,AMZN,0.9975107268815018
1374,0.2,0.8,0.8,20,DJIA,1.000435720108792
1375,0.2,0.8,0.8,20,QQQ,0.9997271557499192
1376,0.2,0.8,0.8,20,SPY,0.9992359618375076
1377,0.2,0.8,0.8,20,VGT,1.0014541914040471
1378,0.2,0.8,0.8,20,XLI,0.9987367347320744
1379,0.2,0.8,0.8,40,AAPL,1.0009663312280717
1380,0.2,0.8,0.8,40,AMZN,0.999449077551852
1381,0.2,0.8,0.8,40,DJIA,1.0005762208021518
1382,0.2,0.8,0.8,40,QQQ,0.9971943524459324
1383,0.2,0.8,0.8,40,SPY,1.0013530954428849
1384,0.2,0.8,0.8,40,VGT,0.998599417649616
1385,0.2,0.8,0.8,40,XLI,0.9999541073199942
1386,0.2,0.8,0.8,60,AAPL,0.9984951987381644
1387,0.2,0.8,0.8,60,AMZN,1.0023218446416524
1388,0.2,0.8,0.8,60,DJIA,1.0005840767769558
1389,0.2,0.8,0.8,60,QQQ,1.0010117311000168
1390,0.2,0.8,0.8,60,SPY,1.0005432345729957
1391,0.2,0.8,0.8,60,VGT,0.998399601292483
1392,0.2,0.8,0.8,60,XLI,1.0011345149637842
1393,0.2,0.8,0.8,80,AAPL,0.9966107424044912
1394,0.2,0.8,0.8,80,AMZN,0.9976357571204846
1395,0.2,0.8,0.8,80,DJIA,1.0005369446426964
