,date,time,retweet_count,neg,neu,pos,cmpd,IsTradingDay,is_retweet,numTweets,EMA5,EMA10,EMA20,Output
10159,2017-08-23,19.170277777777773,17285.0,0.06,0.545,0.395,0.9059999999999999,1,False,10,234.7918672925933,234.66539698555832,234.8420473931374,1.0
10160,2017-08-23,13.847777777777774,20059.0,0.115,0.885,0.0,-0.4574,1,False,10,234.7918672925933,234.66539698555832,234.8420473931374,1.0
10161,2017-08-23,13.675277777777776,19691.0,0.134,0.866,0.0,-0.5255,1,False,10,234.7918672925933,234.66539698555832,234.8420473931374,1.0
10162,2017-08-23,13.3375,20194.0,0.221,0.45,0.32799999999999996,0.721,1,False,10,234.7918672925933,234.66539698555832,234.8420473931374,1.0
10163,2017-08-23,7.016944444444443,16193.0,0.0,0.406,0.594,0.6588,1,False,10,234.7918672925933,234.66539698555832,234.8420473931374,1.0
10164,2017-08-23,6.010833333333332,11193.0,0.0,1.0,0.0,0.0,1,False,10,234.7918672925933,234.66539698555832,234.8420473931374,1.0
10165,2017-08-23,5.547222222222223,27775.0,0.37200000000000005,0.628,0.0,-0.9159999999999999,1,False,10,234.7918672925933,234.66539698555832,234.8420473931374,1.0
10166,2017-08-23,5.308055555555557,13248.0,0.0,0.705,0.295,0.7712,1,False,10,234.7918672925933,234.66539698555832,234.8420473931374,1.0
10167,2017-08-23,0.3477777777777778,20358.0,0.0,0.6779999999999999,0.322,0.8866,1,False,10,234.7918672925933,234.66539698555832,234.8420473931374,1.0
10168,2017-08-22,23.20111111111111,16631.0,0.0,0.667,0.33299999999999996,0.8591,1,False,8,234.33645093888998,234.4348852045713,234.7514523818887,1.0
10169,2017-08-22,20.061388888888892,8768.0,0.0,1.0,0.0,0.0,1,False,8,234.33645093888998,234.4348852045713,234.7514523818887,1.0
10170,2017-08-22,19.261111111111113,16214.0,0.212,0.556,0.233,-0.1027,1,False,8,234.33645093888998,234.4348852045713,234.7514523818887,1.0
10171,2017-08-22,10.774722222222223,15407.0,0.0,0.6609999999999999,0.33899999999999997,0.8268,1,False,8,234.33645093888998,234.4348852045713,234.7514523818887,1.0
10172,2017-08-22,3.835833333333333,13820.0,0.0,1.0,0.0,0.0,1,False,8,234.33645093888998,234.4348852045713,234.7514523818887,1.0
10173,2017-08-22,3.3472222222222223,15249.0,0.0,0.894,0.106,0.3612,1,False,8,234.33645093888998,234.4348852045713,234.7514523818887,1.0
10174,2017-08-22,3.0244444444444443,8149.0,0.0,0.602,0.39799999999999996,0.765,1,True,8,234.33645093888998,234.4348852045713,234.7514523818887,1.0
10175,2017-08-22,1.0027777777777778,6161.0,0.0,0.82,0.18,0.29600000000000004,1,False,8,234.33645093888998,234.4348852045713,234.7514523818887,1.0
10176,2017-08-21,13.535,20686.0,0.4,0.47,0.13,-0.7322,1,False,3,234.20902640833498,234.4001263611427,234.76831052735068,1.0
10177,2017-08-21,13.453333333333333,15972.0,0.099,0.575,0.326,0.7959,1,False,3,234.20902640833498,234.4001263611427,234.76831052735068,1.0
