,time,day,y_test,y_predicted
186,12.403055555555556,1091,1,1
187,12.398888888888884,1091,1,-1
188,12.393888888888887,1091,1,1
189,12.338611111111113,1091,1,-1
190,12.187222222222225,1091,1,1
191,12.164166666666668,1091,1,1
192,12.126388888888883,1091,1,1
193,12.120277777777774,1091,1,1
194,12.11,1091,1,-1
195,12.089444444444444,1091,1,1
196,4.965277777777779,1091,1,-1
197,4.9530555555555535,1091,1,1
198,4.941111111111111,1091,1,-1
199,4.9319444444444445,1091,1,-1
200,2.1358333333333333,1091,1,-1
201,2.0616666666666665,1091,1,-1
202,1.9225,1091,1,-1
203,23.406388888888888,1090,1,1
204,17.66,1090,1,1
205,15.164722222222226,1090,1,1
206,14.858055555555556,1090,1,1
207,14.857222222222227,1090,1,-1
208,14.370277777777774,1090,1,1
209,14.369166666666667,1090,1,1
210,13.756666666666666,1090,1,1
211,13.241666666666667,1090,1,1
212,12.975277777777775,1090,1,1
213,12.8475,1090,1,1
214,12.110833333333336,1090,1,1
215,11.883333333333333,1090,1,1
216,11.645277777777775,1090,1,1
217,5.3280555555555535,1090,1,1
218,5.303611111111112,1090,1,1
219,5.265,1090,1,1
220,5.1080555555555565,1090,1,1
221,5.105833333333333,1090,1,1
222,5.019166666666667,1090,1,1
223,4.3133333333333335,1090,1,1
224,4.0122222222222215,1090,1,1
225,4.008055555555557,1090,1,1
226,4.0008333333333335,1090,1,1
227,3.9980555555555566,1090,1,-1
228,3.9669444444444446,1090,1,1
229,3.931388888888889,1090,1,1
230,1.2452777777777777,1090,1,1
231,1.2391666666666667,1090,1,1
232,1.1408333333333334,1090,1,-1
233,1.0886111111111112,1090,1,1
234,0.9958333333333332,1090,1,1
235,0.8152777777777778,1090,1,1
236,0.8141666666666667,1090,1,1
237,20.3875,1089,1,1
238,20.3025,1089,1,-1
239,20.086111111111126,1089,1,1
240,18.39472222222221,1089,1,1
241,16.68111111111111,1089,1,1
242,16.433055555555555,1089,1,-1
243,16.432222222222222,1089,1,-1
244,16.233055555555556,1089,1,1
245,15.016944444444444,1089,1,-1
246,15.016666666666667,1089,1,-1
247,14.630833333333333,1089,1,1
248,14.577777777777778,1089,1,-1
249,14.5625,1089,1,1
250,14.2,1089,1,1
251,14.199444444444444,1089,1,1
252,14.199444444444444,1089,1,1
253,3.855833333333333,1089,1,-1
254,3.6466666666666665,1089,1,1
255,3.6277777777777778,1089,1,-1
256,22.474166666666665,1088,-1,1
257,22.473055555555554,1088,-1,-1
258,22.464444444444453,1088,-1,-1
259,22.46388888888889,1088,-1,-1
260,22.45916666666667,1088,-1,1
261,22.447777777777773,1088,-1,-1
262,22.441388888888888,1088,-1,1
263,22.434166666666666,1088,-1,1
264,21.198055555555555,1088,-1,1
265,21.192777777777774,1088,-1,1
266,21.190555555555555,1088,-1,1
267,21.18722222222221,1088,-1,1
268,21.136666666666667,1088,-1,1
269,21.126944444444444,1088,-1,1
270,21.11861111111111,1088,-1,-1
271,21.10638888888889,1088,-1,-1
272,21.06194444444445,1088,-1,1
273,21.039722222222224,1088,-1,1
274,21.02888888888889,1088,-1,1
275,20.966111111111108,1088,-1,1
276,20.92194444444445,1088,-1,-1
277,18.31222222222221,1088,-1,1
278,18.20611111111111,1088,-1,1
279,16.433888888888887,1088,-1,1
280,2.8091666666666666,1088,-1,1
281,2.8005555555555555,1088,-1,-1
282,2.473055555555556,1088,-1,1
283,2.465,1088,-1,1
284,2.4575,1088,-1,1
285,2.4525,1088,-1,1
286,2.333333333333333,1088,-1,-1
287,2.2891666666666666,1088,-1,1
288,23.268611111111113,1087,1,1
289,22.816388888888888,1087,1,1
290,21.8625,1087,1,1
291,21.67083333333333,1087,1,1
292,21.191388888888888,1087,1,1
293,21.191388888888888,1087,1,1
294,21.191111111111113,1087,1,1
295,21.191111111111113,1087,1,1
296,21.0375,1087,1,1
297,21.037222222222226,1087,1,-1
298,21.036944444444444,1087,1,1
299,21.03472222222221,1087,1,1
300,14.148888888888884,1087,1,1
301,14.138333333333335,1087,1,-1
302,14.138055555555557,1087,1,1
303,13.928611111111113,1087,1,-1
304,13.872777777777774,1087,1,1
305,13.871944444444445,1087,1,1
306,13.644166666666667,1087,1,1
307,13.602777777777774,1087,1,1
308,13.563888888888883,1087,1,1
309,12.866666666666667,1087,1,1
310,12.666111111111107,1087,1,1
311,12.494166666666667,1087,1,1
312,12.243333333333334,1087,1,1
313,3.812777777777778,1087,1,1
314,3.803333333333333,1087,1,1
315,1.5458333333333334,1087,1,1
316,1.5455555555555556,1087,1,1
317,1.5455555555555556,1087,1,1
318,0.8438888888888889,1087,1,1
319,0.8372222222222222,1087,1,1
320,0.8030555555555555,1087,1,1
321,0.6458333333333334,1087,1,-1
322,22.74055555555556,1086,1,1
323,22.73111111111111,1086,1,1
324,20.32138888888889,1086,1,1
325,20.320555555555554,1086,1,1
326,20.320277777777786,1086,1,1
327,20.316388888888888,1086,1,1
328,20.315555555555555,1086,1,1
329,20.31388888888889,1086,1,1
330,20.31111111111111,1086,1,1
331,20.310277777777774,1086,1,1
332,20.309722222222227,1086,1,1
333,20.308888888888887,1086,1,1
334,20.306944444444444,1086,1,1
335,20.30611111111111,1086,1,1
336,17.702777777777786,1086,1,1
337,15.529444444444444,1086,1,-1
338,14.958333333333336,1086,1,-1
339,14.629166666666665,1086,1,1
340,14.6275,1086,1,1
341,13.488611111111116,1086,1,1
342,13.408888888888884,1086,1,1
343,12.868888888888893,1086,1,1
344,12.843055555555555,1086,1,1
345,12.670277777777779,1086,1,1
346,12.575277777777774,1086,1,1
347,12.568611111111107,1086,1,1
348,12.564166666666667,1086,1,1
349,12.544444444444444,1086,1,1
350,12.336944444444445,1086,1,1
351,12.336944444444445,1086,1,1
352,12.336666666666664,1086,1,1
353,12.336666666666664,1086,1,1
354,4.832222222222223,1086,1,1
355,4.601111111111111,1086,1,1
356,4.285555555555557,1086,1,-1
357,20.711944444444445,1085,1,1
358,19.90055555555556,1085,1,1
359,19.82888888888889,1085,1,1
360,18.74222222222221,1085,1,-1
361,18.74222222222221,1085,1,1
362,17.33222222222222,1085,1,-1
363,17.273888888888887,1085,1,-1
364,17.273888888888887,1085,1,-1
365,14.859722222222222,1085,1,-1
366,14.859444444444444,1085,1,1
367,14.546111111111117,1085,1,1
368,12.987222222222226,1085,1,1
369,12.439166666666667,1085,1,-1
370,12.289166666666668,1085,1,1
371,11.635,1085,1,-1
372,11.595833333333333,1085,1,-1
373,11.589444444444444,1085,1,1
374,11.548888888888893,1085,1,-1
375,11.535833333333333,1085,1,1
376,11.535833333333333,1085,1,1
377,4.056388888888889,1085,1,-1
378,3.151388888888889,1085,1,-1
379,3.1497222222222216,1085,1,1
380,3.148333333333333,1085,1,1
381,3.1472222222222217,1085,1,1
382,3.145,1085,1,1
383,3.1422222222222222,1085,1,-1
384,3.1416666666666666,1085,1,1
385,3.141111111111111,1085,1,1
386,3.140555555555556,1085,1,-1
387,3.1394444444444445,1085,1,-1
388,15.241666666666667,1084,1,1
389,15.232777777777779,1084,1,1
390,14.743611111111116,1084,1,1
391,14.213055555555556,1084,1,-1
392,13.570833333333333,1084,1,1
393,13.495555555555557,1084,1,1
394,13.338888888888887,1084,1,1
395,13.153888888888883,1084,1,1
396,12.824444444444444,1084,1,1
397,12.798055555555555,1084,1,1
398,12.790833333333332,1084,1,1
399,12.416944444444445,1084,1,1
400,12.323055555555555,1084,1,1
401,11.981666666666667,1084,1,1
402,11.954444444444444,1084,1,1
403,11.946666666666667,1084,1,1
404,11.940833333333336,1084,1,1
405,11.93,1084,1,-1
406,11.919444444444444,1084,1,1
407,11.913333333333336,1084,1,1
408,11.903611111111116,1084,1,1
409,11.899444444444445,1084,1,1
410,11.895,1084,1,1
411,11.885555555555555,1084,1,1
412,11.876111111111117,1084,1,1
413,11.858333333333333,1084,1,1
414,11.841666666666667,1084,1,1
415,11.834166666666668,1084,1,1
416,11.833611111111107,1084,1,1
417,11.801944444444445,1084,1,1
418,11.769166666666667,1084,1,1
419,11.750833333333333,1084,1,1
420,11.743333333333334,1084,1,-1
421,11.727777777777774,1084,1,1
422,11.715833333333334,1084,1,-1
423,11.703611111111117,1084,1,1
424,11.619722222222226,1084,1,1
425,11.613611111111116,1084,1,1
426,11.606388888888883,1084,1,1
427,11.595833333333333,1084,1,1
428,11.575277777777774,1084,1,1
429,11.563888888888883,1084,1,-1
430,11.553888888888887,1084,1,1
431,4.101388888888889,1084,1,1
432,3.9677777777777776,1084,1,1
433,3.841111111111111,1084,1,1
434,3.6466666666666665,1084,1,1
435,21.375555555555557,1083,1,1
436,21.036111111111108,1083,1,1
437,20.836388888888887,1083,1,1
438,20.793055555555554,1083,1,1
439,20.79222222222221,1083,1,1
440,20.74861111111111,1083,1,1
441,20.602777777777774,1083,1,1
442,20.343333333333334,1083,1,1
443,20.04888888888889,1083,1,1
444,16.983333333333334,1083,1,1
445,16.9025,1083,1,1
446,16.862222222222222,1083,1,1
447,13.692777777777774,1083,1,-1
448,21.415277777777774,1082,1,1
449,16.835555555555555,1082,1,-1
450,16.829166666666666,1082,1,1
451,10.362777777777778,1082,1,1
452,1.3941666666666668,1082,1,1
453,20.442777777777774,1081,1,1
454,20.442777777777774,1081,1,1
455,20.334444444444443,1081,1,-1
456,20.334444444444443,1081,1,1
457,20.288333333333334,1081,1,1
458,20.288333333333334,1081,1,-1
459,14.716944444444444,1081,1,1
460,14.688333333333333,1081,1,1
461,13.909166666666666,1081,1,1
462,12.307777777777774,1081,1,1
463,12.307777777777774,1081,1,1
464,11.735833333333336,1081,1,1
465,11.484444444444444,1081,1,1
466,11.484444444444444,1081,1,1
467,11.385833333333334,1081,1,1
468,11.354166666666664,1081,1,1
469,11.206111111111117,1081,1,1
470,11.205277777777773,1081,1,1
471,11.158055555555556,1081,1,1
472,11.042222222222225,1081,1,1
473,11.042222222222225,1081,1,1
474,11.042222222222225,1081,1,1
475,11.041944444444445,1081,1,1
476,3.665,1081,1,1
477,3.616388888888889,1081,1,1
478,3.3355555555555565,1081,1,1
479,3.328611111111111,1081,1,-1
480,3.325833333333333,1081,1,1
481,3.3113888888888887,1081,1,1
482,3.2941666666666665,1081,1,1
483,3.2897222222222213,1081,1,-1
484,3.251388888888889,1081,1,1
485,23.69083333333333,1080,-1,-1
486,23.641111111111112,1080,-1,1
487,23.56166666666667,1080,-1,1
488,23.509722222222226,1080,-1,1
489,23.509722222222226,1080,-1,1
490,22.65444444444445,1080,-1,1
491,21.17388888888889,1080,-1,1
492,21.17361111111111,1080,-1,1
493,20.72222222222221,1080,-1,1
494,20.70555555555556,1080,-1,1
495,20.702777777777786,1080,-1,1
496,20.696944444444444,1080,-1,1
497,20.6925,1080,-1,1
498,20.683333333333334,1080,-1,1
499,20.679166666666667,1080,-1,1
500,20.67527777777779,1080,-1,1
501,20.67194444444445,1080,-1,-1
502,20.666666666666668,1080,-1,1
503,20.664166666666667,1080,-1,1
504,20.660277777777786,1080,-1,1
505,20.655833333333334,1080,-1,1
506,20.640833333333333,1080,-1,1
507,19.861944444444443,1080,-1,1
508,17.956944444444446,1080,-1,1
509,17.586944444444445,1080,-1,1
510,17.50583333333333,1080,-1,1
511,16.36916666666667,1080,-1,1
512,12.906666666666665,1080,-1,1
513,12.535,1080,-1,1
514,12.535,1080,-1,1
515,12.535,1080,-1,1
516,12.266111111111117,1080,-1,1
517,12.206388888888887,1080,-1,1
518,2.1672222222222217,1080,-1,1
519,2.140555555555556,1080,-1,-1
520,2.14,1080,-1,1
521,2.1302777777777777,1080,-1,1
522,2.1269444444444443,1080,-1,1
523,2.123055555555556,1080,-1,1
524,1.875555555555556,1080,-1,1
525,22.018611111111113,1079,1,1
526,21.409444444444443,1079,1,1
527,15.813055555555556,1079,1,1
528,15.423055555555555,1079,1,1
529,14.481666666666667,1079,1,1
530,14.333888888888893,1079,1,1
531,4.670277777777779,1079,1,-1
532,4.545833333333333,1079,1,1
533,4.4925,1079,1,-1
534,4.4463888888888885,1079,1,1
535,4.439722222222223,1079,1,-1
536,4.340833333333333,1079,1,-1
537,3.9922222222222223,1079,1,1
538,21.32583333333333,1078,1,1
539,21.201666666666668,1078,1,1
540,19.017222222222227,1078,1,1
541,18.97888888888889,1078,1,1
542,18.978055555555557,1078,1,1
543,17.855833333333333,1078,1,1
544,17.842777777777773,1078,1,1
545,17.81111111111111,1078,1,1
546,17.78,1078,1,1
547,17.776388888888892,1078,1,1
548,17.755,1078,1,1
549,17.754166666666666,1078,1,1
550,16.58972222222222,1078,1,1
551,16.541666666666668,1078,1,1
552,16.54111111111111,1078,1,-1
553,12.670277777777779,1078,1,1
554,12.655555555555555,1078,1,-1
555,12.489444444444445,1078,1,1
556,12.489444444444445,1078,1,1
557,12.489444444444445,1078,1,1
558,11.992222222222226,1078,1,1
559,11.985277777777775,1078,1,1
560,11.6075,1078,1,1
561,11.537777777777775,1078,1,1
562,10.989722222222225,1078,1,1
563,10.981666666666667,1078,1,1
564,10.967222222222222,1078,1,1
565,10.958611111111107,1078,1,1
566,10.944444444444445,1078,1,1
567,10.933888888888893,1078,1,1
568,4.3502777777777775,1078,1,1
569,4.336388888888889,1078,1,-1
570,4.323333333333333,1078,1,1
571,4.318611111111111,1078,1,1
572,4.31,1078,1,1
573,4.234166666666667,1078,1,1
574,4.1772222222222215,1078,1,1
575,4.143055555555557,1078,1,-1
576,4.118611111111111,1078,1,1
577,3.838055555555557,1078,1,1
578,3.727222222222221,1078,1,1
579,3.644722222222221,1078,1,-1
580,22.308055555555555,1077,1,1
581,14.137222222222226,1077,1,1
582,14.124166666666667,1077,1,-1
583,14.104722222222225,1077,1,-1
584,14.081666666666667,1077,1,-1
585,14.074722222222226,1077,1,-1
586,14.068333333333333,1077,1,1
587,13.698055555555555,1077,1,1
588,13.471944444444444,1077,1,1
589,11.9525,1077,1,1
590,11.91,1077,1,1
591,11.874444444444444,1077,1,1
592,11.617777777777775,1077,1,1
593,11.6175,1077,1,1
594,11.353611111111107,1077,1,1
595,11.192222222222226,1077,1,1
596,4.557222222222221,1077,1,-1
597,0.7786111111111111,1077,1,1
598,0.7205555555555555,1077,1,1
599,0.7130555555555556,1077,1,-1
600,0.7072222222222222,1077,1,1
601,0.6972222222222222,1077,1,1
602,0.6897222222222222,1077,1,1
603,0.6869444444444445,1077,1,1
604,0.6797222222222222,1077,1,1
605,0.6722222222222223,1077,1,1
606,0.6519444444444444,1077,1,1
607,0.6455555555555555,1077,1,1
608,0.6397222222222222,1077,1,1
609,0.6338888888888888,1077,1,1
610,0.6102777777777778,1077,1,1
611,0.5958333333333333,1077,1,1
612,0.5711111111111111,1077,1,1
613,0.5383333333333333,1077,1,1
614,0.5297222222222222,1077,1,1
615,0.5272222222222223,1077,1,1
616,0.5233333333333333,1077,1,1
617,0.5186111111111111,1077,1,1
618,0.5136111111111111,1077,1,1
619,23.10444444444445,1076,1,-1
620,13.298055555555555,1076,1,1
621,12.528611111111116,1076,1,1
622,12.423888888888893,1076,1,1
623,2.960833333333333,1076,1,1
624,2.9344444444444444,1076,1,-1
625,2.1308333333333334,1076,1,-1
626,2.0872222222222216,1076,1,1
627,1.9933333333333327,1076,1,1
628,1.9527777777777773,1076,1,1
629,1.9347222222222225,1076,1,1
630,1.9266666666666667,1076,1,-1
631,1.9038888888888887,1076,1,1
632,1.8697222222222225,1076,1,1
633,1.8097222222222225,1076,1,1
634,22.68611111111111,1075,1,-1
635,21.754722222222227,1075,1,1
636,21.754722222222227,1075,1,1
637,21.754722222222227,1075,1,1
638,20.474444444444444,1075,1,1
639,15.053611111111113,1075,1,-1
640,13.259722222222226,1075,1,-1
641,12.740555555555556,1075,1,1
642,6.053888888888888,1075,1,1
643,6.023055555555558,1075,1,1
644,2.7027777777777784,1075,1,1
645,2.6980555555555554,1075,1,-1
646,2.058055555555556,1075,1,1
647,1.8794444444444445,1075,1,1
648,1.3066666666666666,1075,1,-1
649,1.3066666666666666,1075,1,1
650,0.4291666666666665,1075,1,1
651,23.46694444444445,1074,1,1
652,23.314166666666665,1074,1,1
653,22.432222222222233,1074,1,1
654,19.7975,1074,1,1
655,19.475555555555555,1074,1,1
656,19.43138888888889,1074,1,1
657,19.4175,1074,1,1
658,19.383333333333333,1074,1,1
659,19.366388888888885,1074,1,1
660,19.266666666666666,1074,1,1
661,19.17527777777779,1074,1,1
662,18.848333333333333,1074,1,1
663,18.2825,1074,1,1
664,17.594444444444445,1074,1,1
665,17.389444444444443,1074,1,1
666,17.338888888888892,1074,1,1
667,17.165277777777778,1074,1,1
668,17.147222222222222,1074,1,1
669,17.143888888888892,1074,1,1
670,17.136111111111113,1074,1,1
671,17.130277777777778,1074,1,1
672,17.123333333333335,1074,1,1
673,17.121388888888887,1074,1,1
674,17.09611111111111,1074,1,1
675,17.089444444444442,1074,1,1
676,17.07777777777778,1074,1,1
677,17.032222222222227,1074,1,1
678,16.3075,1074,1,1
679,16.09777777777778,1074,1,1
680,16.091666666666665,1074,1,1
681,16.04722222222222,1074,1,1
682,16.035,1074,1,-1
683,16.016111111111115,1074,1,1
684,15.980277777777774,1074,1,1
685,15.492222222222226,1074,1,-1
686,15.392777777777773,1074,1,1
687,15.265833333333333,1074,1,1
688,15.224166666666667,1074,1,1
689,12.475555555555555,1074,1,-1
690,5.190277777777778,1074,1,1
691,5.185,1074,1,1
692,2.9869444444444446,1074,1,-1
693,2.2772222222222216,1074,1,1
694,2.0461111111111108,1074,1,1
695,1.9591666666666667,1074,1,1
696,1.4747222222222225,1074,1,-1
697,23.62583333333333,1073,-1,-1
698,23.430555555555557,1073,-1,1
699,19.5725,1073,-1,-1
700,19.572222222222226,1073,-1,-1
701,15.861666666666665,1073,-1,1
702,15.710277777777774,1073,-1,1
703,15.710277777777774,1073,-1,1
704,15.710277777777774,1073,-1,-1
705,13.190277777777775,1073,-1,1
706,13.182222222222226,1073,-1,1
707,13.149166666666664,1073,-1,1
708,13.139722222222225,1073,-1,-1
709,13.118888888888893,1073,-1,1
710,3.655,1073,-1,-1
711,3.115833333333333,1073,-1,1
712,2.9519444444444445,1073,-1,1
713,2.444166666666667,1073,-1,1
714,0.3602777777777777,1073,-1,1
715,23.378611111111113,1072,1,1
716,23.34638888888889,1072,1,1
717,18.220833333333328,1072,1,1
718,18.056944444444444,1072,1,1
719,17.49361111111111,1072,1,1
720,17.045277777777773,1072,1,1
721,15.1525,1072,1,1
722,15.143055555555556,1072,1,1
723,15.129444444444443,1072,1,-1
724,13.246944444444445,1072,1,1
725,12.990277777777774,1072,1,-1
726,12.981388888888883,1072,1,1
727,12.976388888888893,1072,1,-1
728,12.915277777777774,1072,1,1
729,12.650833333333333,1072,1,-1
730,12.640833333333333,1072,1,1
731,11.903333333333334,1072,1,1
732,4.691666666666666,1072,1,1
733,4.6905555555555525,1072,1,1
734,4.689444444444447,1072,1,1
735,4.657222222222222,1072,1,1
736,4.491944444444443,1072,1,1
737,4.235555555555557,1072,1,1
738,4.205555555555557,1072,1,1
739,1.2433333333333334,1072,1,1
740,1.1847222222222222,1072,1,-1
741,0.9727777777777776,1072,1,1
742,0.7441666666666666,1072,1,1
743,0.21055555555555555,1072,1,1
744,0.011111111111111113,1072,1,-1
745,23.59638888888889,1071,-1,-1
746,22.711111111111112,1071,-1,1
747,22.493055555555557,1071,-1,-1
748,22.364166666666666,1071,-1,-1
749,22.356666666666666,1071,-1,-1
750,22.320277777777786,1071,-1,1
751,21.137777777777774,1071,-1,-1
752,18.735,1071,-1,-1
753,18.095277777777774,1071,-1,-1
754,11.773611111111107,1071,-1,-1
755,11.497222222222225,1071,-1,1
756,11.431111111111116,1071,-1,-1
757,11.236388888888893,1071,-1,1
758,11.167222222222225,1071,-1,1
759,3.3666666666666667,1071,-1,-1
760,3.2825,1071,-1,1
761,3.1622222222222223,1071,-1,1
762,3.16,1071,-1,1
763,3.1444444444444444,1071,-1,-1
764,3.125,1071,-1,-1
765,2.365,1071,-1,1
766,2.365,1071,-1,1
767,20.086666666666666,1070,-1,-1
768,19.98138888888889,1070,-1,1
769,18.08222222222221,1070,-1,1
770,16.69333333333333,1070,-1,-1
771,15.954166666666667,1070,-1,-1
772,15.954166666666667,1070,-1,-1
773,15.534722222222221,1070,-1,1
774,15.510833333333334,1070,-1,-1
775,15.235833333333336,1070,-1,1
776,13.666666666666664,1070,-1,1
777,0.8572222222222222,1070,-1,-1
778,0.3583333333333333,1070,-1,1
779,0.2847222222222222,1070,-1,1
780,0.18666666666666668,1070,-1,1
781,22.567777777777767,1069,-1,1
782,22.32416666666667,1069,-1,1
783,22.27333333333333,1069,-1,1
784,19.919166666666666,1069,-1,1
785,19.278611111111108,1069,-1,1
786,19.278611111111108,1069,-1,1
787,19.18083333333333,1069,-1,1
788,19.180555555555557,1069,-1,1
789,19.10472222222221,1069,-1,1
790,19.10472222222221,1069,-1,1
791,18.98444444444445,1069,-1,1
792,18.939166666666665,1069,-1,1
793,18.93888888888889,1069,-1,1
794,17.42388888888889,1069,-1,1
795,16.316388888888888,1069,-1,1
796,14.005277777777774,1069,-1,1
797,12.560833333333333,1069,-1,1
798,11.678333333333333,1069,-1,1
799,11.235833333333336,1069,-1,1
800,11.235833333333336,1069,-1,1
801,10.906666666666665,1069,-1,1
802,10.6525,1069,-1,1
803,10.6525,1069,-1,1
