,date,retweet_count,cmpd,price,num_tweets
0,2016-11-09,220796.0,0.4926,0.999690393417462,1.0
1,2016-11-10,45576.0,0.795,0.9718314645240884,1.0
2,2016-11-11,48741.8,0.43970000000000004,0.9776016628138896,5.0
3,2016-11-14,26214.777777777777,0.3886666666666667,0.9530776121403538,7.222222222222222
4,2016-11-15,44374.0,0.6241,0.9657006878363313,2.0
5,2016-11-16,25855.4,-0.08066000000000002,0.991666108179183,5.0
6,2016-11-17,21195.0,0.8271,0.9913055297812271,1.0
7,2016-11-18,35014.666666666664,0.6552,0.9922975923368594,3.0
8,2016-11-21,23769.1,0.23882000000000003,1.0073541002577853,4.2
9,2016-11-22,15063.0,0.1597,1.0079855844154617,10.0
10,2016-11-23,27657.0,-0.5429999999999999,1.0028459263608296,1.0
11,2016-11-25,42698.0,0.7688666666666667,1.0078949678547189,3.0
12,2016-11-28,25307.375,0.11115625000000001,1.005911786665962,9.625
13,2016-11-29,19173.727272727272,-0.10031818181818183,1.0049197241103298,11.0
14,2016-11-30,14256.636363636364,0.3816818181818182,0.9964451878358596,11.0
15,2016-12-01,10026.75,0.555575,0.9871579342822272,4.0
16,2016-12-02,17283.0,0.7568,0.9908552787450361,1.0
17,2016-12-05,17563.75,0.08976,0.983732439501647,8.3
18,2016-12-06,21109.6,-0.16746,0.9913055297812271,5.0
19,2016-12-07,9467.5,0.5488000000000001,1.0010430343710504,4.0
20,2016-12-08,11400.0,0.3605,1.0108702115991086,5.0
21,2016-12-09,7933.0,0.5250666666666667,1.0273699770343654,3.0
22,2016-12-12,13672.75,0.23535,1.0215091621838215,7.3
23,2016-12-13,13896.0,0.35585,1.0385497952160119,8.0
24,2016-12-14,9145.666666666666,0.5983666666666666,1.0385497952160119,3.0
25,2016-12-15,15929.2,-0.11338,1.0442293769450703,5.0
26,2016-12-16,16895.5,0.34792500000000004,1.0455820178986586,4.0
27,2016-12-19,21822.5,0.23733999999999994,1.0516221780256727,3.8
28,2016-12-20,13067.5,0.4463333333333334,1.0544171325710845,6.0
29,2016-12-21,16152.666666666666,0.6264,1.055409195126717,3.0
30,2016-12-22,15831.4,0.5350199999999999,1.0484666450823055,5.0
31,2016-12-23,22027.5,-0.28655,1.050540442831805,6.0
32,2016-12-27,22751.81818181818,0.2753909090909091,1.0572120871164963,2.8181818181818183
33,2016-12-28,25931.2,0.37694,1.052704857142048,5.0
34,2016-12-29,11330.0,0.0,1.0524339513823273,1.0
35,2016-12-30,21664.666666666668,0.5400333333333334,1.0442293769450703,3.0
36,2017-01-03,19039.69230769231,0.22334615384615383,1.0472046206894599,7.461538461538462
37,2017-01-04,14993.0,-0.21774000000000004,1.0460322689348496,10.0
38,2017-01-05,17627.166666666668,-0.14831666666666668,1.0513522161884599,6.0
39,2017-01-06,15439.583333333334,0.3762916666666667,1.06307290196704,12.0
40,2017-01-09,17626.136363636364,0.12552727272727268,1.0728104065568629,7.454545454545454
41,2017-01-10,14170.0,0.6132500000000001,1.0738921417507308,4.0
42,2017-01-11,22424.428571428572,-0.24362857142857144,1.0796623400405319,7.0
43,2017-01-12,21768.333333333332,0.27035000000000003,1.0751541661435764,6.0
44,2017-01-13,17012.5,0.0237,1.0732606575930543,8.0
45,2017-01-17,17057.25925925926,0.037596296296296315,1.0819164269890107,9.296296296296296
46,2017-01-18,12938.5,0.07266249999999999,1.0818258104282672,8.0
47,2017-01-19,18528.75,0.4424875,1.0799323018777451,8.0
48,2017-01-20,33420.416666666664,0.18382500000000002,1.0819164269890102,12.0
49,2017-01-23,39350.5,0.3944625,1.0826375837849216,3.25
50,2017-01-24,21676.75,0.354225,1.0816455212292893,4.0
51,2017-01-25,30001.75,0.0588875,1.0988664434604578,8.0
52,2017-01-26,17652.090909090908,0.05947272727272728,1.0994073110573912,11.0
53,2017-01-27,24016.285714285714,0.28715714285714294,1.0994969836956265,7.0
54,2017-01-30,27749.36842105263,-0.22989473684210524,1.0966123565119796,6.473684210526316
55,2017-01-31,32584.0,-0.03643333333333332,1.0940873638037811,3.0
56,2017-02-01,29467.25,0.312425,1.1608056944957046,4.0
57,2017-02-02,30138.875,0.04102500000000002,1.1588225133069476,8.0
58,2017-02-03,38325.142857142855,-0.03684285714285716,1.1637809382400943,7.0
59,2017-02-06,27872.52380952381,-0.14185714285714288,1.1746907945845277,7.285714285714286
60,2017-02-07,23566.4,-0.5514200000000001,1.1858706127661742,5.0
61,2017-02-08,21960.727272727272,0.1376818181818181,1.1904684593013655,11.0
62,2017-02-09,23435.625,0.15452500000000002,1.199033612136578,8.0
63,2017-02-10,27213.0,-0.16316666666666665,1.1963170031593087,3.0
64,2017-02-13,17083.4,0.16249000000000002,1.2069115893861582,7.7
65,2017-02-14,15247.0,0.2207,1.2225759834020666,6.0
66,2017-02-15,23585.727272727272,-0.0462909090909091,1.2270124191884342,11.0
67,2017-02-16,21957.166666666668,-0.18966666666666665,1.2255191337811933,6.0
68,2017-02-17,19164.625,0.03993749999999999,1.2289144230415259,8.0
69,2017-02-21,21653.916666666668,0.1441916666666667,1.237788238536769,3.5
70,2017-02-22,14176.0,0.63715,1.241500685759702,2.0
71,2017-02-23,10563.0,0.0,1.2362487009266487,1.0
72,2017-02-24,18348.6,-0.30442,1.2374257722937978,5.0
73,2017-02-27,24402.46153846154,0.1389692307692308,1.2398705315888388,5.3076923076923075
74,2017-02-28,11039.0,0.5411,1.2404142309532955,1.0
75,2017-03-01,8774.0,0.14800000000000002,1.2657670455886252,2.0
76,2017-03-02,37270.0,0.7734,1.2582515345820169,1.0
77,2017-03-03,21393.0,-0.0731923076923077,1.2656764290278828,13.0
