date,retweet_count,cmpd,price,num_tweets
2016-11-09,220796.0,0.4926,1.0254490258783315,1.0
2016-11-10,45576.0,0.795,1.0280082888587958,1.0
2016-11-11,48741.8,0.43970000000000004,1.025638824074646,5.0
2016-11-14,26214.777777777777,0.3886666666666667,1.0264442111299068,7.222222222222222
2016-11-15,44374.0,0.6241,1.0344533937474047,2.0
2016-11-16,25855.4,-0.08066000000000002,1.0325102217375173,5.0
2016-11-17,21195.0,0.8271,1.03781804378313,1.0
2016-11-18,35014.666666666664,0.6552,1.0354957774922435,3.0
2016-11-21,23769.1,0.23882000000000003,1.0433156640250572,4.2
2016-11-22,15063.0,0.1597,1.0453537351331021,10.0
2016-11-23,27657.0,-0.5429999999999999,1.0459221254987852,1.0
2016-11-25,42698.0,0.7688666666666667,1.0498079674069298,3.0
2016-11-28,25307.375,0.11115625000000001,1.044879239642316,9.625
2016-11-29,19173.727272727272,-0.10031818181818183,1.0469173107503609,11.0
2016-11-30,14256.636363636364,0.3816818181818182,1.0444057483747904,11.0
2016-12-01,10026.75,0.555575,1.040567104959909,4.0
2016-12-02,17283.0,0.7568,1.0410882968323285,1.0
2016-12-05,17563.75,0.08976,1.0473436035246233,8.3
2016-12-06,21109.6,-0.16746,1.0506610550670847,5.0
2016-12-07,9467.5,0.5488000000000001,1.064404854616088,4.0
2016-12-08,11400.0,0.3605,1.0670108139781853,5.0
2016-12-09,7933.0,0.5250666666666667,1.0734564209784248,3.0
2016-12-12,13672.75,0.23535,1.0722242390372716,7.3
2016-12-13,13896.0,0.35585,1.0793803339946144,8.0
2016-12-14,9145.666666666666,0.5983666666666666,1.0704708652236983,3.0
2016-12-15,15929.2,-0.11338,1.0748778990042624,5.0
2016-12-16,16895.5,0.34792500000000004,1.072776059719149,4.0
2016-12-19,21822.5,0.23733999999999994,1.0751118830240576,3.8
2016-12-20,13067.5,0.4463333333333334,1.0792588229800426,6.0
2016-12-21,16152.666666666666,0.6264,1.0762556933182499,3.0
2016-12-22,15831.4,0.5350199999999999,1.07439687606228,5.0
2016-12-23,22027.5,-0.28655,1.0759699918005172,6.0
2016-12-27,22751.81818181818,0.2753909090909091,1.078639217228053,2.8181818181818183
2016-12-28,25931.2,0.37694,1.069724727340832,5.0
2016-12-29,11330.0,0.0,1.069486726427993,1.0
2016-12-30,21664.666666666668,0.5400333333333334,1.065577787384847,3.0
2017-01-03,19039.69230769231,0.22334615384615383,1.0737295697053961,7.461538461538462
2017-01-04,14993.0,-0.21774000000000004,1.0801169317565018,10.0
2017-01-05,17627.166666666668,-0.14831666666666668,1.0792588229800426,6.0
2017-01-06,15439.583333333334,0.3762916666666667,1.0831205635299255,12.0
2017-01-09,17626.136363636364,0.12552727272727268,1.0795450266094058,7.454545454545454
2017-01-10,14170.0,0.6132500000000001,1.0795450266094058,4.0
2017-01-11,22424.428571428572,-0.24362857142857144,1.0825958568760925,7.0
2017-01-12,21768.333333333332,0.27035000000000003,1.0798789308436632,6.0
2017-01-13,17012.5,0.0237,1.0823578559632538,8.0
2017-01-17,17057.25925925926,0.037596296296296315,1.0785438160182645,9.296296296296296
2017-01-18,12938.5,0.07266249999999999,1.0809273399280672,8.0
2017-01-19,18528.75,0.4424875,1.0769229996751337,8.0
2017-01-20,33420.416666666664,0.18382500000000002,1.0808796393231737,12.0
2017-01-23,39350.5,0.3944625,1.0780673120809565,3.25
2017-01-24,21676.75,0.354225,1.0849793807858952,4.0
2017-01-25,30001.75,0.0588875,1.094370374610424,8.0
2017-01-26,17652.090909090908,0.05947272727272728,1.0932265643162322,11.0
2017-01-27,24016.285714285714,0.28715714285714294,1.091510346763313,7.0
2017-01-30,27749.36842105263,-0.22989473684210524,1.084740877761426,6.473684210526316
2017-01-31,32584.0,-0.03643333333333332,1.0846459786632685,3.0
2017-02-01,29467.25,0.312425,1.085074781995683,4.0
2017-02-02,30138.875,0.04102500000000002,1.0857897889574606,8.0
2017-02-03,38325.142857142855,-0.03684285714285716,1.0932742649211258,7.0
2017-02-06,27872.52380952381,-0.14185714285714288,1.0913195443437371,7.285714285714286
2017-02-07,23566.4,-0.5514200000000001,1.0913672449486316,5.0
2017-02-08,21960.727272727272,0.1376818181818181,1.0927977609838175,11.0
2017-02-09,23435.625,0.15452500000000002,1.0992805242447112,8.0
2017-02-10,27213.0,-0.16316666666666665,1.1036187687319021,3.0
2017-02-13,17083.4,0.16249000000000002,1.1096250280554874,7.7
2017-02-14,15247.0,0.2207,1.114058673752466,6.0
2017-02-15,23585.727272727272,-0.0462909090909091,1.1198741306564757,11.0
2017-02-16,21957.166666666668,-0.18966666666666665,1.1189211227818594,6.0
2017-02-17,19164.625,0.03993749999999999,1.1206845388280413,8.0
2017-02-21,21653.916666666668,0.1441916666666667,1.1273586066201413,3.5
2017-02-22,14176.0,0.63715,1.1263573960289999,2.0
2017-02-23,10563.0,0.0,1.1271201035956717,1.0
2017-02-24,18348.6,-0.30442,1.1285501175192272,5.0
2017-02-27,24402.46153846154,0.1389692307692308,1.13031403567704,5.3076923076923075
2017-02-28,11039.0,0.5411,1.1272632054103533,1.0
2017-03-01,8774.0,0.14800000000000002,1.1430420633976188,2.0
2017-03-02,37270.0,0.7734,1.1358437910633168,1.0
2017-03-03,21393.0,-0.0731923076923077,1.1365587980250944,13.0
2017-03-06,30766.571428571428,0.08097142857142858,1.1331745656357817,5.285714285714286
2017-03-07,19660.875,0.2212875,1.1297898311348378,8.0
2017-03-08,17647.0,0.6233833333333334,1.1276925108543983,6.0
2017-03-09,15890.333333333334,0.6259666666666667,1.1291225247779537,3.0
2017-03-10,9034.5,-0.31245,1.1330791644259937,2.0
2017-03-13,12018.714285714286,0.19985714285714287,1.1336510695730897,3.857142857142857
2017-03-14,12406.0,0.8955,1.1293128250858988,1.0
2017-03-15,18984.14285714286,0.08882857142857145,1.1390854237495789,7.0
2017-03-16,12346.142857142857,0.6232000000000001,1.136845001654458,7.0
2017-03-17,10249.666666666666,0.4109444444444445,1.1348486058117413,9.0
2017-03-20,16732.4,0.07819999999999999,1.1336038710798262,5.4
2017-03-21,12648.0,0.61195,1.1190486591359965,4.0
2017-03-22,13100.0,-0.1759,1.1216817325261388,1.0
2017-03-23,17516.85714285714,-0.11497142857142857,1.120485200510748,7.0
2017-03-24,14768.75,0.43202500000000005,1.1196712775577693,4.0
2017-03-27,17518.666666666668,0.6812833333333334,1.118521944035642,3.0
2017-03-28,15948.2,0.35730000000000006,1.1266611735654293,10.0
2017-03-29,13744.25,-0.11777500000000003,1.1277146037661385,4.0
2017-03-30,9359.555555555555,0.06677777777777777,1.1313052040355718,9.0
2017-03-31,12199.375,0.422875,1.1286721306454295,8.0
2017-04-03,16932.684210526317,0.08004210526315791,1.1267093762819538,7.2105263157894735
2017-04-04,9618.0,0.4032,1.1274273959135144,4.0
2017-04-05,13159.0,0.8908,1.124075800780181,1.0
2017-04-06,10767.0,0.7579,1.1272360913823083,1.0
2017-04-07,15195.0,0.7645,1.126086757860181,1.0
2017-04-10,14845.0,0.52434,1.1267570768868473,3.8
2017-04-11,19940.6,0.45371999999999996,1.1254164388335144,5.0
2017-04-12,13276.333333333334,0.6064166666666667,1.120485200510748,6.0
2017-04-13,24124.0,0.8251000000000001,1.1132075945388331,4.0
2017-04-17,15999.4,0.18256,1.1230705732959962,6.2
2017-04-18,12791.0,-0.11095714285714287,1.1197189781626633,7.0
2017-04-19,13622.0,0.21602500000000002,1.1176603204777693,4.0
2017-04-20,11901.0,0.24532500000000002,1.1267570768868476,4.0
2017-04-21,15195.6,-0.30351999999999996,1.1231664766174145,5.0
2017-04-24,11267.782608695652,0.05240434782608699,1.1355189248384079,8.043478260869565
2017-04-25,12760.2,0.28264,1.1421257096720256,5.0
2017-04-26,12228.111111111111,-0.10343333333333334,1.141407690040465,9.0
2017-04-27,12539.916666666666,0.09849166666666664,1.1423652169197565,12.0
2017-04-28,13315.0,0.07387500000000002,1.139875747455926,4.0
2017-05-01,12309.0,0.43696666666666667,1.1427483280937987,4.5
2017-05-02,11766.75,0.04547499999999996,1.143179139872735,4.0
2017-05-03,13675.25,0.539825,1.1417908012145077,4.0
2017-05-04,11169.4,0.02466999999999998,1.1431314392678409,10.0
2017-05-05,12032.125,0.27642500000000003,1.147631865811671,8.0
2017-05-08,13103.941176470587,-0.13162941176470588,1.1474400591688343,8.058823529411764
2017-05-09,9940.5,0.45205,1.146387131079756,2.0
2017-05-10,16957.272727272728,-0.04919090909090909,1.14844578876465,11.0
2017-05-11,23479.166666666668,0.04133333333333335,1.1460999232271316,6.0
2017-05-12,18923.222222222223,0.24257777777777775,1.14418486946855,9.0
2017-05-15,14160.5,0.70735,1.1505044464495435,1.5
2017-05-16,18031.666666666668,0.13295,1.1494510162488345,6.0
2017-05-17,13549.0,0.922,1.129055241819472,1.0
2017-05-18,22957.5,-0.028499999999999998,1.1336038710798264,4.0
2017-05-19,16575.0,0.4061,1.140976878261529,2.0
2017-05-22,28711.571428571428,0.3518428571428572,1.1467697401421677,2.4285714285714284
2017-05-23,21764.0,0.77535,1.149307914434153,4.0
2017-05-24,18079.0,0.73065,1.151988688429189,2.0
2017-05-25,11995.25,0.4585,1.1574948445688342,4.0
2017-05-26,14364.5,0.301825,1.1572553373211039,4.0
2017-05-30,14104.766666666666,0.07137333333333333,1.156250109836919,8.466666666666667
2017-05-31,37948.444444444445,0.2791111111111111,1.1559623998726647,9.0
2017-06-01,20628.0,0.10178000000000002,1.165155059603161,5.0
2017-06-02,13235.8,0.24291000000000001,1.1690333698368491,10.0
2017-06-05,33153.857142857145,-0.004485714285714275,1.1681712441673464,5.857142857142857
2017-06-06,31444.0,-0.2493,1.1644370399716006,10.0
2017-06-07,16627.8,0.37900000000000006,1.1665916009779127,5.0
2017-06-09,18969.285714285714,0.5517428571428571,1.1653940647392613,7.0
2017-06-12,17369.571428571428,0.053392857142857165,1.1651550596031615,6.0
2017-06-13,18016.5,-0.14720999999999998,1.1708525202740123,10.0
2017-06-14,20469.25,0.5503999999999999,1.169368278294367,4.0
2017-06-15,33749.42857142857,0.21844285714285716,1.1671183160782672,7.0
2017-06-16,24483.0,-0.019233333333333325,1.1673728866749116,6.0
2017-06-19,12810.565217391304,0.2746608695652175,1.1770917593941315,9.869565217391305
2017-06-20,17693.166666666668,-0.020800000000000023,1.1691533745165292,6.0
2017-06-21,17716.88888888889,0.7388444444444444,1.1688641582173833,9.0
2017-06-22,19093.69230769231,0.14565384615384616,1.1683354346705068,13.0
2017-06-23,12769.6,0.4817600000000001,1.1697308028915605,5.0
2017-06-26,21505.764705882353,-0.06698823529411764,1.170500540021059,7.117647058823529
2017-06-27,17363.615384615383,-0.0681846153846154,1.161070381489354,13.0
2017-06-28,14165.444444444445,-0.05889999999999999,1.1714625859050238,9.0
2017-06-29,17258.53846153846,-0.11524615384615386,1.1611667869224023,13.0
2017-06-30,20883.85714285714,-0.02235714285714287,1.1633318922729539,7.0
2017-07-03,24387.75,0.31905,1.1653041867574077,9.583333333333334
2017-07-05,28778.18181818182,0.16664545454545454,1.167998517766467,5.545454545454546
2017-07-06,28109.75,0.3449,1.1573175991632814,4.0
2017-07-07,22948.714285714286,0.3996142857142857,1.1648231638154256,7.0
2017-07-10,20200.68,0.10060800000000002,1.1660739238869058,9.48
2017-07-11,19200.0,-0.1491,1.1652082834359898,7.0
2017-07-12,19621.0,0.3415928571428572,1.1739646081596151,14.0
2017-07-13,13116.75,0.5971500000000001,1.1759369026440696,4.0
2017-07-14,12124.181818181818,0.32177272727272727,1.1814214679836055,11.0
2017-07-17,15935.315789473685,0.44072631578947363,1.1812773619456622,7.2105263157894735
2017-07-18,19714.4,0.07132,1.1819024909255877,5.0
2017-07-19,20106.6,-0.35934000000000005,1.1883014015441942,5.0
2017-07-20,21244.333333333332,0.29936666666666667,1.188830627202701,3.0
2017-07-21,11357.666666666666,0.5138166666666667,1.1877721758856872,6.0
2017-07-24,19855.714285714286,-0.0015999999999999942,1.1874839638098027,10.785714285714286
2017-07-25,15623.736842105263,0.0398105263157895,1.1903701014616968,19.0
2017-07-26,22060.5,0.444925,1.1904183041782217,12.0
2017-07-27,14114.0,0.4302428571428572,1.1893116501446832,7.0
2017-07-28,16512.555555555555,0.6061000000000001,1.1879167840352605,9.0
2017-07-31,21686.78947368421,0.12407368421052632,1.1872429502271802,11.210526315789474
2017-08-01,24693.666666666668,-0.10486666666666668,1.1898890785197147,3.0
